0	-33.2140000000000	-27.9875000000000
0.199851000000000	-33.2139000000000	-27.9875000000000
0.399702000000000	-33.2138000000000	-27.9875000000000
0.599552000000000	-33.2136000000000	-27.9875000000000
0.799403000000000	-33.2133000000000	-27.9874000000000
0.999254000000000	-33.2129000000000	-27.9874000000000
1.19910000000000	-33.2124000000000	-27.9874000000000
1.39896000000000	-33.2119000000000	-27.9874000000000
1.59881000000000	-33.2112000000000	-27.9873000000000
1.79866000000000	-33.2105000000000	-27.9873000000000
1.99851000000000	-33.2097000000000	-27.9872000000000
2.19836000000000	-33.2087000000000	-27.9871000000000
2.39821000000000	-33.2077000000000	-27.9870000000000
2.59806000000000	-33.2066000000000	-27.9868000000000
2.79791000000000	-33.2053000000000	-27.9867000000000
2.99776000000000	-33.2039000000000	-27.9865000000000
3.19761000000000	-33.2023000000000	-27.9862000000000
3.39746000000000	-33.2006000000000	-27.9862000000000
3.59731000000000	-33.1991000000000	-27.9883000000000
3.79717000000000	-33.2142000000000	-27.9613000000000
3.99703000000000	NaN	NaN
4.19981000000000	-23.1305000000000	-17.8712000000000
4.41032000000000	-25.8023000000000	-20.5735000000000
4.62890000000000	-26.9824000000000	-21.7571000000000
4.85586000000000	-27.6704000000000	-22.4485000000000
5.09152000000000	-28.1273000000000	-22.9089000000000
5.33622000000000	-28.4550000000000	-23.2398000000000
5.59030000000000	-28.7020000000000	-23.4901000000000
5.85413000000000	-28.8949000000000	-23.6864000000000
6.12807000000000	-29.0497000000000	-23.8445000000000
6.41252000000000	-29.1763000000000	-23.9747000000000
6.70788000000000	-29.2816000000000	-24.0837000000000
7.01457000000000	-29.3704000000000	-24.1764000000000
7.33302000000000	-29.4460000000000	-24.2561000000000
7.66368000000000	-29.5109000000000	-24.3254000000000
8.00702000000000	-29.5673000000000	-24.3863000000000
8.36354000000000	-29.6164000000000	-24.4403000000000
8.73372000000000	-29.6595000000000	-24.4886000000000
9.11811000000000	-29.6975000000000	-24.5321000000000
9.51723000000000	-29.7313000000000	-24.5716000000000
9.93167000000000	-29.7613000000000	-24.6078000000000
10.3620000000000	-29.7882000000000	-24.6412000000000
10.8088000000000	-29.8123000000000	-24.6722000000000
11.2728000000000	-29.8341000000000	-24.7013000000000
11.7546000000000	-29.8539000000000	-24.7288000000000
12.2548000000000	-29.8719000000000	-24.7550000000000
12.7742000000000	-29.8883000000000	-24.7803000000000
13.3136000000000	-29.9034000000000	-24.8048000000000
13.8736000000000	-29.9174000000000	-24.8289000000000
14.4552000000000	-29.9303000000000	-24.8529000000000
15.0590000000000	-29.9422000000000	-24.8771000000000
15.6860000000000	-29.9534000000000	-24.9019000000000
16.3370000000000	-29.9637000000000	-24.9277000000000
17.0130000000000	-29.9730000000000	-24.9551000000000
17.7149000000000	-29.9814000000000	-24.9850000000000
18.4438000000000	-29.9884000000000	-25.0185000000000
19.2006000000000	-29.9934000000000	-25.0572000000000
19.9864000000000	-29.9954000000000	-25.1036000000000
