,FG,K,beta,TVD,OverPress,miu,P_net,Area
0,0.0150668404590939,0.8960026068864085,12.001955164806363,2953.342022954695,1.453342022954695,0.45334202295469495,1.5334202295469495,9.561300000000001
1,0.020003690947698428,0.9700553642154764,67.54152316160733,3200.1845473849216,1.7001845473849215,0.7001845473849215,4.001845473849215,0.117
2,0.019377367758291377,0.9606605163743707,60.49538728077799,3168.8683879145688,1.6688683879145687,0.6688683879145689,3.6886838791456884,0.3497
3,0.01505172690462698,0.8957759035694047,11.831927677053525,2952.586345231349,1.452586345231349,0.452586345231349,1.52586345231349,9.6579
4,0.016875108435329477,0.9231266265299422,32.34496989745661,3043.755421766474,1.5437554217664737,0.5437554217664738,2.4375542176647382,3.2293000000000003
5,0.018366210471471335,0.94549315707207,49.11986780405255,3118.310523573567,1.6183105235735669,0.6183105235735669,3.1831052357356686,0.8563000000000001
6,0.018045565723966747,0.9406834858595012,45.51261439462592,3102.2782861983374,1.6022782861983373,0.6022782861983375,3.0227828619833743,1.1961000000000002
7,0.01635647575912002,0.9153471363868003,26.510352290100204,3017.823787956001,1.5178237879560008,0.5178237879560009,2.178237879560009,4.4581
8,0.018837242550539493,0.9525586382580924,54.418978693569294,3141.8621275269747,1.6418621275269747,0.6418621275269747,3.4186212752697465,0.5991000000000001
9,0.016904822810040767,0.9235723421506116,32.67925661295864,3045.2411405020384,1.5452411405020383,0.5452411405020384,2.452411405020384,3.1670000000000003
10,0.0182618483611421,0.9439277254171314,47.945794062848606,3113.092418057105,1.613092418057105,0.6130924180571049,3.130924180571049,0.9477000000000001
11,0.018014841138105392,0.940222617071581,45.16696280368568,3100.7420569052697,1.6007420569052697,0.6007420569052697,3.0074205690526967,1.2369
12,0.02196537871671457,0.9994806807507186,89.61051056303893,3298.2689358357284,1.7982689358357287,0.7982689358357287,4.982689358357286,0.0
13,0.02100860911176105,0.9851291366764158,78.84685250731184,3250.4304555880526,1.7504304555880525,0.7504304555880527,4.504304555880526,0.0
14,0.021773499390794048,0.9966024908619108,87.45186814643307,3288.6749695397025,1.7886749695397026,0.7886749695397026,4.886749695397025,0.0
15,0.017639158847342035,0.9345873827101305,40.9405370325979,3081.9579423671016,1.5819579423671017,0.5819579423671019,2.819579423671018,1.7982
16,0.015368690792696057,0.9005303618904409,15.397771417830644,2968.434539634803,1.4684345396348029,0.46843453963480286,1.6843453963480286,7.9274000000000004
17,0.01907346926943731,0.9561020390415597,57.07652928116974,3153.6734634718655,1.6536734634718655,0.6536734634718655,3.536734634718655,0.4838
18,0.020639036675673076,0.9795855501350962,74.68916260132212,3231.951833783654,1.731951833783654,0.7319518337836539,4.31951833783654,0.0
19,0.02115805279804555,0.9873707919706832,80.52809397801244,3257.9026399022773,1.7579026399022775,0.7579026399022776,4.579026399022775,0.0
20,0.017432521571611993,0.9314878235741799,38.61586768063495,3071.6260785806,1.5716260785805998,0.5716260785805998,2.7162607858059977,2.1492
21,0.019760686663336326,0.9664102999500449,64.80772496253368,3188.0343331668164,1.6880343331668164,0.6880343331668164,3.880343331668164,0.19790000000000002
22,0.018500570112921624,0.9475085516938244,50.63141377036829,3125.028505646081,1.6250285056460814,0.6250285056460814,3.250285056460813,0.7755000000000001
23,0.020800432418619966,0.9820064862792995,76.50486470947465,3240.0216209309983,1.7400216209309984,0.7400216209309984,4.400216209309985,0.0
24,0.014654017884567676,0.8898102682685152,7.3577012013863605,2932.7008942283837,1.4327008942283836,0.43270089422838387,1.3270089422838383,12.736
25,0.016147279523847112,0.9122091928577067,24.156894643280015,3007.3639761923555,1.5073639761923556,0.5073639761923556,2.0736397619235563,5.0398000000000005
26,0.02044504462208098,0.9766756693312147,72.50675199841102,3222.252231104049,1.722252231104049,0.722252231104049,4.22252231104049,0.0108
27,0.016062009675094965,0.9109301451264245,23.19760884481834,3003.100483754748,1.5031004837547481,0.5031004837547483,2.031004837547482,5.2915
28,0.017335570303253396,0.930033554548801,37.5251659116007,3066.77851516267,1.5667785151626696,0.5667785151626699,2.6677851516266977,2.3239
29,0.01644443265218514,0.9166664897827771,27.49986733708285,3022.221632609257,1.522221632609257,0.5222216326092571,2.222216326092571,4.227
30,0.021492997391234465,0.992394960868517,84.29622065138776,3274.6498695617233,1.7746498695617234,0.7746498695617234,4.746498695617234,0.0
