,FG,K,beta,TVD,OverPress,miu,P_net,Area
0,0.018914576422260434,0.9537186463339066,55.28898475042989,3145.7288211130217,1.6457288211130217,0.6457288211130218,3.4572882111302174,0.5611
1,0.015416004873131531,0.901240073096973,15.93005482272972,2970.8002436565766,1.4708002436565764,0.4708002436565766,1.7080024365657653,7.7057
2,0.016001193361484943,0.9100179004222742,22.51342531670561,3000.0596680742474,1.500059668074247,0.5000596680742472,2.0005966807424715,5.482200000000001
3,0.014486077518187895,0.8872911627728184,5.46837207961382,2924.3038759093947,1.4243038759093947,0.4243038759093948,1.2430387590939476,14.6058
4,0.014560450977481102,0.8884067646622166,6.305073496662405,2928.0225488740552,1.428022548874055,0.42802254887405516,1.2802254887405513,13.7138
5,0.014355202262693769,0.8853280339404065,3.9960254553049035,2917.7601131346883,1.4177601131346884,0.41776011313468847,1.1776011313468846,16.567800000000002
6,0.020452420562832148,0.9767863084424823,72.58973133186169,3222.6210281416074,1.7226210281416074,0.7226210281416076,4.2262102814160745,0.009600000000000001
7,0.018243048367092424,0.9436457255063864,47.73429412978976,3112.152418354621,1.6121524183546212,0.6121524183546212,3.1215241835462115,0.9663
8,0.01679705619368283,0.9219558429052425,31.46688217893184,3039.8528096841414,1.5398528096841415,0.5398528096841415,2.398528096841415,3.3974
9,0.014842037825888959,0.8926305673883344,9.472925541250783,2942.101891294448,1.4421018912944479,0.44210189129444794,1.4210189129444792,11.1112
10,0.0218534881969809,0.9978023229547135,88.35174221603516,3292.6744098490453,1.7926744098490452,0.7926744098490452,4.926744098490452,0.0
11,0.01652289463354777,0.9178434195032166,28.38256462741241,3026.1447316773883,1.5261447316773884,0.5261447316773885,2.261447316773885,4.0326
12,0.014884893593594068,0.8932734039039111,9.955052927933266,2944.2446796797035,1.4442446796797033,0.44424467967970344,1.442446796797034,10.7872
13,0.016859498802330647,0.9228924820349598,32.169361526219795,3042.9749401165323,1.5429749401165325,0.5429749401165325,2.4297494011653242,3.2629
14,0.019596804281826113,0.9639520642273917,62.96404817054376,3179.840214091306,1.6798402140913056,0.6798402140913056,3.798402140913056,0.2594
15,0.016680830233732312,0.9202124535059847,30.15934012948852,3034.0415116866156,1.5340415116866155,0.5340415116866157,2.3404151168661564,3.6586000000000003
16,0.019041106402804677,0.9556165960420702,56.712447031552614,3152.055320140234,1.6520553201402337,0.6520553201402339,3.5205532014023384,0.5003000000000001
17,0.016953587209263137,0.9243038081389471,33.2278561042103,3047.6793604631566,1.547679360463157,0.5476793604631569,2.4767936046315686,3.0653
18,0.019609817361939553,0.9641472604290933,63.11044532181997,3180.4908680969775,1.6804908680969777,0.6804908680969777,3.8049086809697763,0.254
19,0.01496433911110146,0.8944650866665219,10.84881499989143,2948.216955555073,1.448216955555073,0.448216955555073,1.4821695555507302,10.2223
20,0.018976884558180324,0.9546532683727049,55.98995127952866,3148.8442279090164,1.6488442279090163,0.6488442279090163,3.4884422790901626,0.5304
21,0.019058403008250905,0.9558760451237636,56.907033842822685,3152.9201504125454,1.6529201504125453,0.6529201504125453,3.5292015041254525,0.4917
22,0.015215149877825383,0.8982272481673808,13.670436125535563,2960.757493891269,1.460757493891269,0.4607574938912692,1.6075749389126917,8.707
23,0.016693251251803282,0.9203987687770493,30.299076582786945,3034.6625625901643,1.5346625625901642,0.5346625625901642,2.346625625901642,3.6319000000000004
24,0.015767699600275478,0.9065154940041322,19.886620503099135,2988.384980013774,1.4883849800137738,0.48838498001377395,1.8838498001377393,6.2743
25,0.014990702961547843,0.8948605444232176,11.145408317413231,2949.535148077392,1.4495351480773921,0.44953514807739214,1.4953514807739214,10.0456
26,0.019363362740803323,0.9604504411120498,60.3378308340374,3168.168137040166,1.6681681370401662,0.6681681370401662,3.681681370401662,0.3558
27,0.017531497921088268,0.932972468816324,39.72935161224302,3076.5748960544133,1.5765748960544135,0.5765748960544135,2.7657489605441343,1.9791
28,0.01450700214677853,0.887605032201678,5.70377415125847,2925.3501073389266,1.4253501073389265,0.42535010733892653,1.2535010733892653,14.3405
29,0.014335750178408352,0.8850362526761253,3.777189507093961,2916.7875089204176,1.4167875089204176,0.4167875089204176,1.167875089204176,16.9297
30,0.01894306391249134,0.9541459586873701,55.609469015527566,3147.153195624567,1.6471531956245669,0.647153195624567,3.4715319562456695,0.5475
31,0.016644788943617053,0.9196718341542558,29.753875615691857,3032.2394471808525,1.5322394471808527,0.5322394471808527,2.322394471808527,3.741
